Link,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=04d685fc70b67d4e,Linux/Python/PHP/MySQL/백엔드 정규직 경력,용인 보정동,,"보유 - DBMS(MySQL or MariaDB), scripting Language: bash, python, OOP 언어 중 가능자 - Back-End 서버를 개발해 보신 분 [우대사항] - Go(aka GoLang..."
https://kr.indeed.com/viewjob?jk=ba6a0ebb6ad9cd18,IT 인프라 운영 도구 개발,성남 판교역,,"모니터링 시스템 Web 개발 - 경력 4년 이상 - Linux 환경(LAMP) 경력 3년 이상 - Python, Django, Javascript, PHP 경험 - 다양한 Front-end 프레임 워크 사용 경험..."
https://kr.indeed.com/viewjob?jk=2b2dcd3ffe3d53df,카카오 데이터의 가치를 발굴할 데이터 분석가 모집,성남 판교역,,"기술 통계량 이해 및 해석) 데이터 분석 업무를 수행할 수 있는 언어 스킬 필수 SQL 필수 R 또는 Python을 다룰 수 있는 분 (SAS, SPSS, GA, tableau 등 통계 툴만 사용 가능한 경우 제외) 하둡..."
https://kr.indeed.com/viewjob?jk=dc5a22b689ee9b95,(주)아이옵스 SAR 위성영상 활용 신입/경력,대전 유성구,,"SAR 영상처리 관련 과제 수행 경험자 ㆍ관련 프로그램 (Marlab, Python, C/C++등) 사용 가능자 0 명 근무조건 고용형태: 정규직급여... AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python"
https://kr.indeed.com/viewjob?jk=3eb1178e630a95f9,"GIST 고등광기술연구소 (박사 후 연구원 및 위촉연구원, 전문연구요원)",광주 북구,,"초강력레이저 - 광학 연구 개발, 우주 레이저 개발 석사이상 - Matlab, Labview, Python 등 경험자 - 인공지능 프로그래밍 경험자 FPGA 경험자 - 나노입자/나노구조체 제조 관련 경험자..."
https://kr.indeed.com/viewjob?jk=ea9918b20aa10f90,Applications Engineer (CATS/SmartMRC),대한민국,,"3+ years experiences Scripting skills for Linux, TCL, Python, Perl Excellent communication and organizational skills..."
https://kr.indeed.com/viewjob?jk=3e7b756ca8ec169f,가상화 엔지니어 정규직,서울 서초구,"연봉 40,000,000원 - 50,000,000원",DM/NV 등) 우대사항 1) 정보처리산업기사 이상의 자격을 보유하신 분 2) PowerShell/Bash/ Python 등 System Script 경험이 있는 분 기타정보 1) 삼성전자 반도체 사업장 VMware 가상화...
https://kr.indeed.com/viewjob?jk=1bb3ad92965d09e9,Network Engineer (Linux/Python),경기도 화성,,Company Overview KLA is a global leader in diversified electronics... semiconductor manufacturing ecosystem. Virtually...
https://kr.indeed.com/viewjob?jk=1f61f1edb069d4f6,Sr. Corporate Application Engineer – Calibre DS,경기도 성남,,"Linux OS, and previous experience with scripting or Tcl/ Python/Perl programming preferred Familiar with Siemens EDA’s Calibre..."
https://kr.indeed.com/viewjob?jk=d9746dd92adbf277,Software Engineer in Test,서울,,"knowledge of Python or Java Understanding... professional experience developing in Python or JS, other mobile platforms are plus..."
https://kr.indeed.com/viewjob?jk=53f8e8ae0a381900,Shield Data Scientist,대한민국,,분 ML 기반의 Outlier(Anomaly) 검출 경험이 있으신 분 GIT 기반으로 협업이 익숙하신 분 Python에 능숙하신 분 해외 출장 및 근무에 결격 사유 없으신 분 우대사항 데이터를 위한 도구 사용 경험이 있으신...
https://kr.indeed.com/viewjob?jk=4721ceaf47437a8b,BI팀 채용,용인 기흥구,,"해석 1. 학력 : 석사이상 (2개월 이내 근무 가능자) 2. 생명정보학 전공자 3. 프로그래밍 가능자 ( Python, Perl, R 등) 4. Germline / Somatic / Cell-free DNA NGS 데이터를..."
https://kr.indeed.com/viewjob?jk=34f22fafb415ec3c,Data Analyst,서울 영등포구,,"가지신 분 Business Intelligence 시스템 및 비즈니스 리포팅 툴의 활용 능력 프로그래밍 언어( Python/R, etc)를 활용하여 데이터 분석이 가능하신 분 더 나은 데이터 기반 서비스를 만들기 위해 동료들과..."
https://kr.indeed.com/viewjob?jk=54ce47c4db974112,DGIST HumanLAB(인간중심지능형시스템연구실) 연수연구원 채용 공고,대구 현풍면,,경험자 Matlab 또는 Python 활용 능력 우수자 국가연구... 프트웨어 설계 및 구현 가능자 Matlab/Simulink 또는 Python 활용 능력 우수자 국가연구 개발(R&D)사업 참여 경험자 영어...
https://kr.indeed.com/viewjob?jk=38a26ad31307be21,[위메프] 신규서비스 ML엔지니어,대한민국,,"선택을 고민하는 누군가에게 도움이 되고 싶다면 우리의 동료가 되어주세요!! [우리가 사용하는 기술] Python, ML도구(Pytorch, Tensorflow, Scikit-learn 등) Elasticsearch..."
https://kr.indeed.com/viewjob?jk=692f118ecbdf4a69,Staff Data Scientist (Eats),서울,,"기술을 적용해본 업무 경험. 해당 분야의 5년 이상 전문 경력 선호. Python/R 등의 프로그래밍을 통해 데이터 조작, 알고리즘 및 모델 개발... experience using Python/R to manipulate..."
https://kr.indeed.com/viewjob?jk=07375dc4e800dfa9,추천 시스템 소프트웨어 엔지니어,성남 판교역,,"관련 업무 경험자 우대사항 운영체제, 네트워크, 컴파일러, 데이터베이스에 대한 이해가 깊으신 분 Python, C++, GPU 프로그래밍 숙련자 대용량/실시간 서비스 개발/운영 경험이 많으신 분 ICPC/TopCoder..."
https://kr.indeed.com/viewjob?jk=215560c82215171d,(주)이루텔럭키 소프트웨어개발자,경기도 군포,,"MS SQL, Oracle, MySQL 등 DBMS 설계 및 운영 가능자 - 웹, DB서버 구축 및 유지 가능자 인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python"
https://kr.indeed.com/viewjob?jk=05a8e481d9859e2c,"고등광기술연구소 레이저응용시스템연구실 박사후연구원, 위촉연구원",광주 북구,,"공지능 융합연구 (Matlab/ python, Labview/ FPGA... 연구/개발 2. 레이저/포토닉스-인공지능 융합연구 (Matlab/ python, Labview/ FPGA/ Raspberry Pi 등 경험자..."
https://kr.indeed.com/viewjob?jk=482ce9b4a3f57f11,Quant 트레이딩 부문,서울 신사동,,"거시경제 데이터 관리 3. 지원자격 및 우대사항 (1)필수사항 -투자자산운용사 보유, Python, 엑셀 VBA 사용 능력자 ( Python 패키지 : Scikit-learn, Keras, Tensorflow 활용가능) (엑셀..."
https://kr.indeed.com/viewjob?jk=cd829f275871114e,[SNOW] 렌더링 엔진 개발자,서울,,"팩토링, 디자인 패턴, ReactiveX 활용 경험 - Java, Swift(Objective C), Lua, Python 등 다양한 언어 경험 - Computer Graphics 이해 - Image Processing 이해..."
https://kr.indeed.com/viewjob?jk=ef83fe4e6441cae1,Data Scientist (IBM Client Engineering),서울,,"derive meaningful data insights (e.g., Python, R, Spark, TensorFlow, Jupyter, etc... language... Python or R Preferred..."
https://kr.indeed.com/viewjob?jk=55a19c92c845685e,Developer / Designer recruit,서울 논현동,,"language (i.e Python, Ruby, Java, .Net... High proficiency in Python... knowledge... least one Python web framework..."
https://kr.indeed.com/viewjob?jk=20b5a95b14ab7935,Application Developer,서울,,"experience (e.g. Java, Python, C++, Scala... 너와 서버리스 기술 경험 · 프로그래밍 언어 경험 (예 : Java, Python, C ++, Scala, Go, Ruby 등) · 애플리케이션 개발..."
https://kr.indeed.com/viewjob?jk=0cfec85fdee88288,ML/데이터 기반 운영 서비스 개발을 위한 백엔드 엔지니어 모집,성남 판교역,,파이프라인과 연계한 서비스 설계 및 개발 지원자격 학력 : 없음 경력기간 : 5년 ~ 15년 필수조건 - Python/Java 등 기본적인 프로그래밍 역량 보유 - Spring Boot/Django 등 백엔드 서버 개발...
https://kr.indeed.com/viewjob?jk=5d5e2aa027f6e9e3,Software Engineer I,경기도 화성,,"Graduates) Knowledge... least one... following: C#, Python, dynamic programming algorithm English language proficiency..."
https://kr.indeed.com/viewjob?jk=c1eb32d533bd1cef,고객 서비스 엔지니어,대구 달성군,"연봉 50,000,000원 - 75,000,000원",경험 ㆍHW 트러블슈팅 스킬 ㆍ리눅스에 대한 기본적인 이해 ㆍ영어 (중급 또는 그 이상) 우대사항 ㆍ Python / Shell 스크립트 경험 ㆍ일본어 가능자 Job Type: Full-time Salary: 50...
https://kr.indeed.com/viewjob?jk=9f0ce22eee4259bb,"교육 기획/운영, 시스템 기획",서울 성동구,"연봉 32,000,000원 - 36,000,000원","Science, Data Science, AI, Algorithm, Python 등... 데이터 분석, 인공지능, 프로그래밍 언어) 교육에 관심... AI, Algorithm, Python 등)• IT(데이터 분석, 인공지능..."
https://kr.indeed.com/viewjob?jk=918468d6e12a17e8,네트워크 엔지니어링,성남 판교역,,"관리 도구 개발/운영 - 관련학과 졸업 후, 경력 3년 이상 - 리눅스 환경 개발 경력 2년 이상 - Python, Django, Javascript 관련 개발 경험 - CCNA 또는 JNCIA 이상의 자격증 보유..."
https://kr.indeed.com/viewjob?jk=fecc1f2f8e371810,VP R&D,서울 서초구,,"이상 경력 · C++, Python, PySide/PyQt 및 Mata API/Mel · 최소 3년 이상 UE4로 VR, AR, XR에 대해 TA 또는 TD 경험이 있으신 분 우대사항 · C++ 또는 Python 중급 이상..."
https://kr.indeed.com/viewjob?jk=466547f7a5577282,자유롭게 소통하며 함께 일할 IT/SW 개발팀 정규직,경상북도 경산,,"AWS, 네이버 클라우드 등)을 활용한 설계, 개발, 운용 경험 - Python을 이용한 데이터 처리 및 AI 개발 경험 - OpenCV를 이용한... 용한 설계, 개발, 운용 경험- Python을 이용한 데이터 처리 및 AI..."
https://kr.indeed.com/viewjob?jk=04c31e4f5c277f31,"Software Engineer, Robotics",서울,,"구하고 필요한 기능을 개발합니다. 차세대 로봇 플랫폼 개발에 필요한 선행 연구를 수행합니다. 자격 요건 Python 및 C++ 개발 경력 3년 이상 혹은 그에 준하는 실력을 갖추신 분 알고리즘, 자료구조, 운영체제에 대한..."
https://kr.indeed.com/viewjob?jk=ea23e376c32ece8b,Data Scientist (KOREA),충청북도 청주,,"data visualization Experience using tools... SAS JMP, Python, Matlab, KNIME, and SIMCA Experience with developing..."
https://kr.indeed.com/viewjob?jk=ac9068957c550cb3,데이터 전문가(모델러/분석가/엔지니어) 모집,성남 판교역,,대용량 데이터를 효율적으로 사용하기 위한 기반 데이터 가공 지원자격 데이터 사이언스를 위한 언어(R/ Python/Scala) 및 도구(scikit-learn/Spark MLlib/Tensorflow/Pytorch 등)를...
https://kr.indeed.com/viewjob?jk=e29bd57c416ee579,인재 Pool 등록,대한민국,,"5년 이상 (IT기획, 프로젝트 PM/PL, 개발경력 등) - 자격 : 컴퓨터 언어 활용능력 보유 (JAVA, PYTHON) : 데이터베이스(RDBMS) 활용능력 보유 - 우대사항 : IT 예산(HW,SW,인건비) 수립 경험..."
https://kr.indeed.com/viewjob?jk=9f1b3a55c974207a,Teacher / Instructor,서울 강남구,"월급 2,400,000원 - 3,300,000원","Cultures... Computer Science (Programming Languages--e.g., Python, C/C++, etc. ) Fine Arts Other Elective Courses Full..."
https://kr.indeed.com/viewjob?jk=cae2de07045cfb2b,"Java, Python 영상툴 개발자",서울 마곡동,,원하면 가능) 담당업무 - 영상 라벨링 Tool 개발 - Tool 정확성 개선 자격요건 - Java - Python 우대사항 - 관련 개발 경력 - 툴개발 경력 근무조건 - 월~금 AM9:30 ~ PM18:30 복지...
https://kr.indeed.com/viewjob?jk=8a951dcf7c36065e,Vocational Training Program Intern (Developer/Researcher Rol...,서울,,"one or more programming languages (e.g. C, C++, Python, JavaScript, Typescript, etc.) Intermediate communication skills..."
https://kr.indeed.com/viewjob?jk=6825074ac2d6f4ad,[INEEJI 인공지능연구소] AI 예측 전문기업 개발팀원,성남 분당구,,INEEJI 인공지능연구소] 예측 서비스 AI엔지니어 모집(경력)- 인공지능기반 시계열 예측 서비스 개발( Python/TensorFlow등 기반)[근무부서 및 직급/직책]근무부서: 인공지능연구소직급/직책: 사원 [자격요건...
https://kr.indeed.com/viewjob?jk=3fbf16cd38fd66c8,Software Developer & Verification,서울,,"Programming Language and skillset: Java(preferred), C++, Python, CI Environment, Shell Script Native Korean and business..."
https://kr.indeed.com/viewjob?jk=834db148c2e3c7b5,앱가드 Android 개발,성남 판교역,,"모바일 앱의 해킹 탐지 및 방어 엔진 개발 - 모바일 보안 기술 연구 - C/C++, Java, Python 언어 중 하나 이상을 이용한 개발 경력 2년 이상 - 보안 관련 지식 - 모바일 보안 솔루션 개발 경험..."
https://kr.indeed.com/viewjob?jk=4cd34228af5013fd,DGIST 2019년 제1차 계약직원 공개채용 공고,대구 현풍면,,"우수자(SPSS, R 등 통계패키지) 외국어(영어) 구사 능력 우수자 Programming(MATLAB, Python, C/C++ 등) 가능자 · 근무기간 : 2019.3.11.~2020.3.10. ※ 단, 재계약 평가에..."
https://kr.indeed.com/viewjob?jk=e8004f38042e7d44,NAVER Cloud 사내 플랫폼 운영,성남 삼평동,,"Network관련 기초 지식을 보유하고 계신 분 - script ( Python, Html, javascript, Linux shell 중 1개이상... WEB/WAS, DB운영 경험 - Python, JAVA 중 하나의 프로그..."
https://kr.indeed.com/viewjob?jk=f0ad6ff0494d0fc3,각 부문별,대한민국,,"MS Office, VBA, Python 등) 경험자 우대 4. 관련업무... 법론 개발 역량 3. 파생상품 평가모형 프로그래밍 경험 (C/C++, Python 등) 4. 우대 조건 - 석사학위 이상 소지자 - 리서치 능력 보유..."
https://kr.indeed.com/viewjob?jk=c74de92014f38ce0,KDI 직원,세종특별자치시 세종,,"관기관 및 국제기구 포함) 우대, 영어 및 제2외국어 능통자 우대, 통계프로그램(STATA) 및 프로그래밍( Python) 활용 능력 겸비자 우대(2명 이내) * 정규직, 무기계약직의 계약은 최초 3개월 수습기간 계약 후 평가..."
https://kr.indeed.com/viewjob?jk=c35e9b72a11aa338,[신입/경력] 의료영상/음성인식/생체신호 연구원,서울 서초구,,게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
https://kr.indeed.com/viewjob?jk=78e99625e5de3c95,전문연구요원 (병역특례) 수시 (AI / HW 분야),성남 분당구,"연봉 40,000,000원 - 100,000,000원","모델의 RTL IP 설계 및 IP 검증 가능자 - Language: Python/Perl, C/C++ [우대 조건] - ARM based SoC 설계... Linux, shell, tcl, python, perl 사용 원활..."
https://kr.indeed.com/viewjob?jk=22ffe020e40de675,[포티투마루] 인공지능(AI) 개발자 전 부문,서울 서초구,,인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=53fbfe54f327d9dc,AI Software Engineer,경기도 성남,,"TensorFlow 5+ years of programming experience in Python, C/C++ and MATLAB Experience working with other developers using Git..."
https://kr.indeed.com/viewjob?jk=00de2b26815d022e,[웹젠] DBA(신입),성남 분당구,,로운 기술과 도전을 좋아하는 분 - Data에 대한 관심이 높은 분 - Python 프로그램 경험이 있는 분 • 기타 - 수시채용은 공고 게시 중에도... 에 대한 관심이 높은 분 - Python 프로그램 경험이 있는 분 • 기타...
https://kr.indeed.com/viewjob?jk=9193b9de45a0ac1c,Embedded Software Engineer - Connected,경기도 성남,,"skills with C, C++ and other script languages (i.e. python etc..) Strong knowledge... IOT devices communication protocols..."
https://kr.indeed.com/viewjob?jk=ef62b0e22d2dd6a2,[kt ds]2021년 각 부문별 경력사원 수시,서울 서초구,,"W), C/C++,.NET Core, DB(Oracle, MySQL, PostgreSQL, PL/SQL), Python 등 인터넷·IT·통신·모바일·게임>전산·IT기술지원>S/W 엔지니어|인터넷·IT·통신·모바일·게임>ERP..."
https://kr.indeed.com/viewjob?jk=b9499f4d0a5a9c36,"Visual C++, Python 이용한 소프트웨어 개발 및 유지보수가 가능한 인재",용인 기흥구,"연봉 35,000,000원 - 40,000,000원","용부문 : - Visual C++, Python 을 이용한 소프트웨어 개발... 및 자격요건 담당업무 자격요건 인원 [담당업무]Visual C++, Python 을 이용한 소프트웨어 개발 및 유지보수가 가능한 인재 0명 - 계측장..."
https://kr.indeed.com/viewjob?jk=0699e6dbb5a0ec38,Software Engineer,서울,,"skills with co-worker Good Programming Skills in C#, C, Python Embedded FW development Generate GUI (Graphic User..."
https://kr.indeed.com/viewjob?jk=e5cf3dda5a485def,[NAVER Z] 3D 리거,성남 분당구,,"있는 분이 필요합니다.- 협업을 우선시하고, 열린 자세로 업무에 임할수 있는 분이 필요합니다.우대사항- Python 등 스크립트 작업이 가능하신 분을 선호합니다.- Unity 경험이 있으신 분을 선호합니다.- 항상 능동적인..."
https://kr.indeed.com/viewjob?jk=46253fd5b203d931,"[로봇개발본부(판교근무)] 각 분야별 (백엔드, WEB APP 개발, APP 개발)",성남 분당구,,게임>웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=ef98c82fd130b9e1,AI 연구 개발,성남 판교역,,"관련 배경지식 보유자 - Python, C, C++ 개발 경험... 개발 경력 2년 이상 - 머신러닝 프로젝트 또는 백그라운드 보유 - Python, C, C++ 개발 경험 - Pytorch, Tensorflow..."
https://kr.indeed.com/viewjob?jk=5331de34a85a125a,[코그넥스] 딥러닝 연구원 (신입/경력/전문연구요원),서울 서초구,,"network 등) - Deep Learning 방법론에 대한 데모 프로그램 제작 및 제품화 코드 작성 ( Python / C++) - 다양한 종류의 제조업 이미지 데이터에 대한 탐색, 분석 및 전처리 모듈 구현 - 최신..."
https://kr.indeed.com/viewjob?jk=016de9bb83a8032d,JR0186078 AI Research Engineer Intern,서울,,"architectures, and optimization strategiesProgramming skills with Python/C++Experience working with one or more deep learning..."
https://kr.indeed.com/viewjob?jk=5b7781d6285056a6,"드론솔루션 (임베디드SW, 드론HW, 드론쇼핑몰)",성남 분당구,"연봉 25,000,000원 - 30,000,000원",어개발자|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>시스템프로그래머>임베디드(Embedded)|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=8164d5e7100c5968,AI Frameworks Engineer Intern,서울,,Basic knowledge of deep learning technologies Programming with Python or Shell script Education Students who are currently...
https://kr.indeed.com/viewjob?jk=dfffe1088f829d9b,Sr. Application Engineer - EBS,경기도 성남,,"programming language like Visual Basic, VBScript, or Python is also highly desirable Programming Skills like C language..."
https://kr.indeed.com/viewjob?jk=e25431d3416ea9c3,Application Engineer - IP Validation,경기도 성남,,"programming and scripting languages (one or more of: Python [preferred], Perl, Tcl, Shell-based) Being familiar with OOP..."
https://kr.indeed.com/viewjob?jk=3544467a7b64376f,[전문연구요원] 의료영상 리서치 엔지니어 정규직,서울 마포구,,"학력무관직무기술: VISUALC++, 응용프로그래밍, C·C++, Python, AI개발 2 명 근무조건 고용형태: 정규직(수습기간3개월)근무부서... 머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python"
https://kr.indeed.com/viewjob?jk=b0e39e829a425353,카카오 광고 최적화 연구 및 개발,성남 판교역,,"활용한 어플리케이션 개발 지원자격 하나 이상의 프로그래밍 언어에 익숙한 분 (C/C++, Java, Python, Go, Scala 등) [알고리즘 개발 업무 관련 지원 경우] 데이터 마이닝 또는 머신러닝 지식/경험이..."
https://kr.indeed.com/viewjob?jk=8e944616686a366d,NAVER IDC 서버 운영/관리,성남 삼평동,,"가상화 개념과 서버 OS(Linux, Windows)에 경험이 있으신 분 - Shell script나 Python 등 관련 지식을 보유하신 분 - 데이터센터(IDC) 이해와 운영에 관심이 있으신 분 - 교대근무가 가능하..."
https://kr.indeed.com/viewjob?jk=13059ac76a29fa54,Data Engineer (Python Backend 경력자),서울 서초구,,데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머>클라우드|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신...
https://kr.indeed.com/viewjob?jk=bfe0f5ac4f32ec89,추천 통계분석/데이터사이언티스트,성남 판교역,,"통계, 수학 관련 분야의 석사 또는 박사 학위 소지자 숙련된 데이터분석 능력 데이터 사이언스를 위한 언어( Python/R) 를 하나 이상 능숙하게 다룰 수 있으신 분 분석 결과를 설득력있게 전달할 수 있는 분 우대사항..."
https://kr.indeed.com/viewjob?jk=32ef5c901797d796,"레이더, 항행용 무선기기 및 측량기구 제조업 / 백앤드 개발 (과장/차장급)",성남 분당구,,인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA
https://kr.indeed.com/viewjob?jk=5ab0b45dfa93411b,Data Engineer 신입사원,서울 강남구,,"분류, 개인정보 비식별화, 불량 코퍼스 필터링 등 다양한 ML 프로젝트 (예정)[자격요건]- Julia / Python / R 중에서 자신 있는 프로그래밍 언어가 있는 분- 하나의 데이터도 놓치지 않고 꼼꼼하게 관리할 수..."
https://kr.indeed.com/viewjob?jk=e91b5984e7f5d3fd,"데이터베이스개발자, 웹개발 신입/경력 정규직",서울 영등포구,"연봉 36,000,000원 - 60,000,000원","개발자 ㆍCss/html 등 웹디자인 관련 유경험자 ㆍ자바스크립트, Python, C++, 닷넷 등 ㆍNode, Selenium, electron... 관련 유경험자ㆍ자바스크립트, Python, C++, 닷넷 등 ㆍNode..."
https://kr.indeed.com/viewjob?jk=779b39e21c9b2dbe,Junior DevOps Engineer,경기도 성남,,"Atlassian products (JIRA/Confluence/Bitbucket), GitLab, Python Nice to have Artifactory, Docker, Knowledge of Automotive..."
https://kr.indeed.com/viewjob?jk=2642a83874ea6bab,"영상처리, 컴퓨터 비전 전문가 (신입/경력)",성남 수정구,"연봉 30,000,000원 - 35,000,000원","인원 [담당업무] Python, C++, MFC, C를 이용하여 - OpenCV 로 Visual SLAM 개발- MFC, Python을 이용하여 GUI... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임..."
